MANDT	EBELN	EBELP	ZEKKN	VGABE	GJAHR	BELNR	BUZEI	BEWTP	BWART	BUDAT	MENGE	BPMNG	DMBTR	WRBTR	WAERS	AREWR	WESBS	BPWES	SHKZG	BWTAR	ELIKZ	XBLNR	LFGJA	LFBNR	LFPOS	GRUND	CPUDT	CPUTM	REEWR	EVERE	REFWR	MATNR	WERKS	XWSBR	ETENS	KNUMV	MWSKZ	TAX_COUNTRY	LSMNG	LSMEH	EMATN	AREWW	HSWAE	BAMNG	CHARG	BLDAT	XWOFF	XUNPL	ERNAM	SRVPOS	PACKNO	INTROW	BEKKN	LEMIN	AREWB	REWRB	SAPRL	MENGE_POP	BPMNG_POP	DMBTR_POP	WRBTR_POP	WESBB	BPWEB	WEORA	AREWR_POP	KUDIF	RETAMT_FC	RETAMT_LC	RETAMTP_FC	RETAMTP_LC	XMACC	WKURS	INV_ITEM_ORIGIN	VBELN_ST	VBELP_ST	SGT_SCAT	_DATAAGING	SESUOM	LOGSY	ET_UPD	/CWM/BAMNG	/CWM/WESBS	/CWM/TY2TQ	/CWM/WESBB	J_SC_DIE_COMP_F	FSH_SEASON_YEAR	FSH_SEASON	FSH_COLLECTION	FSH_THEME	QTY_DIFF	WRF_CHARSTC1	WRF_CHARSTC2	WRF_CHARSTC3
700	5600000339	00010	00	1	2024	5000019031	0001	E	101	06.02.2024	41.830	41.830	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	04:35:17	0.00		0.00	000000000014000035	1010		0000							0.00	INR	41.830		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080025780	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019061	0001	E	101	06.02.2024	42.020	42.020	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	04:57:55	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.020		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080025231	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019065	0001	E	101	06.02.2024	41.900	41.900	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	04:59:15	0.00		0.00	000000000014000035	1010		0000							0.00	INR	41.900		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080025232	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019092	0001	E	101	06.02.2024	41.930	41.930	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	05:17:50	0.00		0.00	000000000014000035	1010		0000							0.00	INR	41.930		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026355	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019107	0001	E	101	06.02.2024	41.860	41.860	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	05:26:49	0.00		0.00	000000000014000035	1010		0000							0.00	INR	41.860		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080025791	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019123	0001	E	101	06.02.2024	42.030	42.030	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	05:34:12	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.030		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026363	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019148	0001	E	101	06.02.2024	42.350	42.350	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	05:55:45	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.350		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026554	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019148	0002	E	101	06.02.2024	0.130	0.130	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	05:55:45	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.130		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026554	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019184	0001	E	101	06.02.2024	40.970	40.970	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	06:18:07	0.00		0.00	000000000014000035	1010		0000							0.00	INR	40.970		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026369	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019184	0002	E	101	06.02.2024	0.170	0.170	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	06:18:07	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.170		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026369	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019189	0001	E	101	06.02.2024	42.290	42.290	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	06:23:08	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.290		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026365	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019189	0002	E	101	06.02.2024	0.090	0.090	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	06:23:08	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.090		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026365	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019195	0001	E	101	06.02.2024	42.820	42.820	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	06:32:36	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.820		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026367	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019195	0002	E	101	06.02.2024	0.130	0.130	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	06:32:36	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.130		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026367	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019215	0001	E	101	06.02.2024	42.100	42.100	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	06:57:05	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.100		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026556	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019215	0002	E	101	06.02.2024	0.120	0.120	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	06:57:05	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.120		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026556	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019231	0001	E	101	06.02.2024	41.610	41.610	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	07:12:36	0.00		0.00	000000000014000035	1010		0000							0.00	INR	41.610		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080025777	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019231	0002	E	101	06.02.2024	0.180	0.180	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	07:12:36	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.180		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080025777	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019237	0001	E	101	06.02.2024	42.870	42.870	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	07:16:45	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.870		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026560	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019237	0002	E	101	06.02.2024	0.120	0.120	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	07:16:45	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.120		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026560	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019263	0001	E	101	06.02.2024	42.170	42.170	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	07:29:11	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.170		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026935	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019263	0002	E	101	06.02.2024	0.120	0.120	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	07:29:11	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.120		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026935	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019341	0001	E	101	06.02.2024	42.090	42.090	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	08:16:42	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.090		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080021754	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019341	0002	E	101	06.02.2024	0.230	0.230	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	08:16:42	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.230		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080021754	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019542	0001	E	101	06.02.2024	42.050	42.050	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	10:18:49	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.050		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026559	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019542	0002	E	101	06.02.2024	0.220	0.220	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	10:18:49	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.220		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026559	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019719	0001	E	101	06.02.2024	42.470	42.470	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	11:21:53	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.470		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026551	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019719	0002	E	101	06.02.2024	0.250	0.250	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	11:21:53	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.250		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026551	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019874	0001	E	101	06.02.2024	42.640	42.640	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	12:04:01	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.640		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026562	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019874	0002	E	101	06.02.2024	0.110	0.110	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	12:04:01	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.110		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026562	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019934	0001	E	101	06.02.2024	42.220	42.220	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	12:21:17	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.220		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026561	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000019934	0002	E	101	06.02.2024	0.100	0.100	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	12:21:17	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.100		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026561	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000020079	0001	E	101	06.02.2024	43.390	43.390	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	12:59:33	0.00		0.00	000000000014000035	1010		0000							0.00	INR	43.390		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026563	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000020079	0002	E	101	06.02.2024	0.230	0.230	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	12:59:33	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.230		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026563	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000020186	0001	E	101	06.02.2024	41.910	41.910	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	13:23:52	0.00		0.00	000000000014000035	1010		0000							0.00	INR	41.910		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026362	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000020186	0002	E	101	06.02.2024	0.150	0.150	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	13:23:52	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.150		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026362	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000020297	0001	E	101	06.02.2024	42.620	42.620	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	13:49:19	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.620		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080006757	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000020350	0001	E	101	06.02.2024	42.660	42.660	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	14:06:54	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.660		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080026557	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000020405	0001	E	101	06.02.2024	42.100	42.100	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	14:36:34	0.00		0.00	000000000014000035	1010		0000							0.00	INR	42.100		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080028466	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000020405	0002	E	101	06.02.2024	0.160	0.160	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	14:36:34	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.160		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080028466	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000020460	0001	E	101	06.02.2024	41.650	41.650	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	14:48:39	0.00		0.00	000000000014000035	1010		0000							0.00	INR	41.650		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080025787	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000020497	0001	E	101	06.02.2024	41.280	41.280	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	14:59:13	0.00		0.00	000000000014000035	1010		0000							0.00	INR	41.280		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080025789	000010						0.000	0.000		0.000						0.000			
700	5600000339	00010	00	1	2024	5000020497	0002	E	101	06.02.2024	0.160	0.160	0.00	0.00	INR	0.00	0.000	0.000	S				0000		0000	0000	06.02.2024	14:59:13	0.00		0.00	000000000014000035	1010		0000							0.00	INR	0.160		06.02.2024			SCLADMIN		0000000000	0000000000	00		0.00	0.00	757	0.000	0.000	0.00	0.00	0.000	0.000		0.00	0.00	0.00	0.00	0.00	0.00		0.00000		0080025789	000010						0.000	0.000		0.000						0.000			
