SESSION|QS4/700 located at connection[1] session[0]|user=QNOVATE8
SELFIELD|ctxtI11-LOW=C
TABLE|VFKK
TITLE|Data Browser: Table VFKK Select Entries      2,000
SBAR|Selection restricted to 2,000 hits
ALV|rows=2000|cols=18
HDR|MANDT	FKNUM	VBTYP	FKART	STERM	PRSDT	BUDAT	EXTI1	EXTI2	STBER	STFRE	STABR	ERNAM	ERDAT	ERZET	AENAM	AEDAT	AEZET	
ROW13|700	1100095492	a	Z001		28.09.2024				C	C	C	SCLADMIN	28.09.2024	17:00:32	SCLADMIN	28.09.2024	17:00:32	
ROW14|700	1100095536	a	Z001		28.09.2024				C	C	C	SCLADMIN	28.09.2024	18:00:31	SCLADMIN	28.09.2024	18:00:32	
ROW15|700	1100095544	a	Z001		28.09.2024				C	C	C	SCLADMIN	28.09.2024	18:00:32	SCLADMIN	28.09.2024	18:00:32	
ROW16|700	1100095551	a	Z001		28.09.2024				C	C	C	SCLADMIN	28.09.2024	18:00:31	SCLADMIN	28.09.2024	18:00:32	
ROW17|700	1100095565	a	Z001		28.09.2024				C	C	C	SCLADMIN	28.09.2024	18:40:31	SCLADMIN	28.09.2024	18:40:32	
ROW18|700	1100095867	a	Z001		29.09.2024				C	C	C	SCLADMIN	29.09.2024	17:00:32	SCLADMIN	29.09.2024	17:00:33	
ROW19|700	1100096360	a	Z001		30.09.2024				C	C	C	SCLADMIN	30.09.2024	16:40:32	SCLADMIN	30.09.2024	16:40:32	
ROW20|700	1100096374	a	Z001		30.09.2024				C	C	C	SCLADMIN	30.09.2024	16:40:32	SH00488	30.09.2024	16:49:18	
ROW21|700	1100096381	a	Z001		30.09.2024				C	C	C	SCLADMIN	30.09.2024	16:40:32	SH00488	30.09.2024	16:49:27	
ROW22|700	1100096391	a	Z001		30.09.2024				C	C	C	SCLADMIN	30.09.2024	16:40:32	SCLADMIN	30.09.2024	16:40:32	
ROW23|700	1100096420	a	Z001		30.09.2024				C	C	C	SCLADMIN	30.09.2024	17:30:32	SCLADMIN	30.09.2024	17:30:32	
ROW24|700	1100096518	a	Z001		30.09.2024				C	C	C	SCLADMIN	30.09.2024	18:40:31	SCLADMIN	30.09.2024	18:40:31	
ROW25|700	1100096519	a	Z001		30.09.2024				C	C	C	SCLADMIN	30.09.2024	18:40:31	SCLADMIN	30.09.2024	18:40:31	
ROW26|700	1100096840	a	Z001		01.10.2024				C	C	C	SCLADMIN	01.10.2024	17:00:32	SCLADMIN	01.10.2024	17:00:32	
ROW27|700	1100096868	a	Z001		01.10.2024				C	C	C	SCLADMIN	01.10.2024	17:00:32	SCLADMIN	01.10.2024	17:00:32	
ROW28|700	1100097329	a	Z001		03.10.2024				C	C	C	SCLADMIN	03.10.2024	17:00:32	SCLADMIN	03.10.2024	17:00:32	
ROW29|700	1100097336	a	Z001		03.10.2024				C	C	C	SCLADMIN	03.10.2024	17:30:32	SH00488	03.10.2024	17:34:06	
ROW30|700	1100097337	a	Z001		03.10.2024				C	C	C	SCLADMIN	03.10.2024	18:00:33	SCLADMIN	03.10.2024	18:00:33	
ROW31|700	1100097341	a	Z001		03.10.2024				C	C	C	SCLADMIN	03.10.2024	17:00:32	SCLADMIN	03.10.2024	17:00:32	
ROW32|700	1100097343	a	Z001		03.10.2024				C	C	C	SCLADMIN	03.10.2024	17:30:32	SCLADMIN	03.10.2024	17:30:32	
ROW33|700	1100097347	a	Z001		03.10.2024				C	C	C	SCLADMIN	03.10.2024	18:00:32	SCLADMIN	03.10.2024	18:00:32	
ROW34|700	1100097358	a	Z001		03.10.2024				C	C	C	SCLADMIN	03.10.2024	17:50:32	SCLADMIN	03.10.2024	17:50:32	
ROW35|700	1100097364	a	Z001		03.10.2024				C	C	C	SCLADMIN	03.10.2024	17:30:32	SH00488	03.10.2024	17:34:03	
ROW36|700	1100097791	a	Z001		04.10.2024				C	C	C	SCLADMIN	04.10.2024	18:40:32	SCLADMIN	04.10.2024	18:40:33	
ROW37|700	1100098155	a	Z001		05.10.2024				C	C	C	SCLADMIN	05.10.2024	18:30:31	SCLADMIN	05.10.2024	18:30:31	
ROW38|700	1100098172	a	Z001		05.10.2024				C	C	C	SCLADMIN	05.10.2024	18:30:31	SCLADMIN	05.10.2024	18:30:31	
ROW39|700	1100098698	a	Z001		07.10.2024				C	C	C	SCLADMIN	07.10.2024	18:40:31	SCLADMIN	07.10.2024	18:40:32	
ROW40|700	1100098709	a	Z001		07.10.2024				C	C	C	SCLADMIN	07.10.2024	18:30:31	SCLADMIN	07.10.2024	18:30:31	
ROW41|700	1100098718	a	Z001		07.10.2024				C	C	C	SCLADMIN	07.10.2024	17:50:32	SCLADMIN	07.10.2024	17:50:32	
ROW42|700	1100098719	a	Z001		07.10.2024				C	C	C	SCLADMIN	07.10.2024	18:00:31	SCLADMIN	07.10.2024	18:00:31	
ROW43|700	1100098728	a	Z001		07.10.2024				C	C	C	SCLADMIN	07.10.2024	18:40:31	SCLADMIN	07.10.2024	18:40:31	
ROW44|700	1100098729	a	Z001		07.10.2024				C	C	C	SCLADMIN	07.10.2024	18:40:32	SCLADMIN	07.10.2024	18:40:32	
ROW45|700	1100098738	a	Z001		07.10.2024				C	C	C	SCLADMIN	07.10.2024	18:30:31	SCLADMIN	07.10.2024	18:30:32	
ROW46|700	1100099177	a	Z001		08.10.2024				C	C	C	SCLADMIN	08.10.2024	17:00:32	SCLADMIN	08.10.2024	17:00:32	
ROW47|700	1100099206	a	Z001		08.10.2024				C	C	C	SCLADMIN	08.10.2024	17:30:32	SCLADMIN	08.10.2024	17:30:32	
ROW48|700	1100099210	a	Z001		08.10.2024				C	C	C	SCLADMIN	08.10.2024	17:50:32	SCLADMIN	08.10.2024	17:50:32	
ROW49|700	1100099227	a	Z001		08.10.2024				C	C	C	SCLADMIN	08.10.2024	18:00:31	SCLADMIN	08.10.2024	18:00:31	
ROW50|700	1100099228	a	Z001		08.10.2024				C	C	C	SCLADMIN	08.10.2024	18:00:31	SCLADMIN	08.10.2024	18:00:32	
ROW51|700	1100099233	a	Z001		08.10.2024				C	C	C	SCLADMIN	08.10.2024	18:00:31	SCLADMIN	08.10.2024	18:00:31	
ROW52|700	1100099242	a	Z001		08.10.2024				C	C	C	SCLADMIN	08.10.2024	18:00:31	SCLADMIN	08.10.2024	18:00:31	
ROW53|700	1100099243	a	Z001		08.10.2024				C	C	C	SCLADMIN	08.10.2024	18:00:32	SCLADMIN	08.10.2024	18:00:33	
ROW54|700	1100099251	a	Z001		08.10.2024				C	C	C	SCLADMIN	08.10.2024	18:00:32	SCLADMIN	08.10.2024	18:00:32	
ROW55|700	1100099269	a	Z001		08.10.2024				C	C	C	SCLADMIN	08.10.2024	18:40:31	SCLADMIN	08.10.2024	18:40:31	
ROW56|700	1100099284	a	Z001		08.10.2024				C	C	C	SCLADMIN	08.10.2024	18:40:31	SCLADMIN	08.10.2024	18:40:31	
ROW57|700	1100099605	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	16:40:32	SCLADMIN	09.10.2024	16:40:32	
ROW58|700	1100099617	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	16:40:32	SH00885	09.10.2024	16:41:29	
ROW59|700	1100099635	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	17:30:32	SCLADMIN	09.10.2024	17:30:34	
ROW60|700	1100099650	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	17:50:32	SCLADMIN	09.10.2024	17:50:33	
ROW61|700	1100099652	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	17:30:32	SCLADMIN	09.10.2024	17:30:32	
ROW62|700	1100099658	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	17:50:32	SCLADMIN	09.10.2024	17:50:32	
ROW63|700	1100099666	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	18:00:31	SCLADMIN	09.10.2024	18:00:32	
ROW64|700	1100099667	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	18:00:32	SCLADMIN	09.10.2024	18:00:32	
ROW65|700	1100099668	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	18:00:33	SCLADMIN	09.10.2024	18:00:33	
ROW66|700	1100099672	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	18:00:32	SCLADMIN	09.10.2024	18:00:32	
ROW67|700	1100099673	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	18:00:32	SCLADMIN	09.10.2024	18:00:32	
ROW68|700	1100099683	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	18:00:31	SCLADMIN	09.10.2024	18:00:32	
ROW69|700	1100099684	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	18:00:32	SCLADMIN	09.10.2024	18:00:32	
ROW70|700	1100099685	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	18:00:32	SCLADMIN	09.10.2024	18:00:32	
ROW71|700	1100099686	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	18:00:32	SCLADMIN	09.10.2024	18:00:33	
ROW72|700	1100099707	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	18:40:32	SCLADMIN	09.10.2024	18:40:33	
ROW73|700	1100099723	a	Z001		09.10.2024				C	C	C	SCLADMIN	09.10.2024	18:40:32	SCLADMIN	09.10.2024	18:40:32	
ROW74|700	1100100042	a	Z001		10.10.2024				C	C	C	SCLADMIN	10.10.2024	16:40:32	SCLADMIN	10.10.2024	16:40:32	
ROW75|700	1100100400	a	Z001		11.10.2024				C	C	C	SCLADMIN	11.10.2024	16:40:32	SCLADMIN	11.10.2024	16:40:32	
ROW76|700	1100100526	a	Z001		11.10.2024				C	C	C	SCLADMIN	11.10.2024	18:40:31	SCLADMIN	11.10.2024	18:40:31	
ROW77|700	1100101397	a	Z001		14.10.2024				C	C	C	SCLADMIN	14.10.2024	17:00:32	SCLADMIN	14.10.2024	17:00:32	
ROW78|700	1100101398	a	Z001		14.10.2024				C	C	C	SCLADMIN	14.10.2024	17:00:32	SH00488	14.10.2024	17:01:50	
ROW79|700	1100101422	a	Z001		14.10.2024				C	C	C	SCLADMIN	14.10.2024	17:00:32	SCLADMIN	14.10.2024	17:00:33	
ROW80|700	1100101431	a	Z001		14.10.2024				C	C	C	SCLADMIN	14.10.2024	17:00:32	SCLADMIN	14.10.2024	17:00:33	
ROW81|700	1100101458	a	Z001		14.10.2024				C	C	C	SCLADMIN	14.10.2024	17:50:32	SCLADMIN	14.10.2024	17:50:32	
ROW82|700	1100101467	a	Z001		14.10.2024				C	C	C	SCLADMIN	14.10.2024	17:50:32	SCLADMIN	14.10.2024	17:50:33	
ROW83|700	1100101476	a	Z001		14.10.2024				C	C	C	SCLADMIN	14.10.2024	18:00:32	SCLADMIN	14.10.2024	18:00:32	
ROW84|700	1100101492	a	Z001		14.10.2024				C	C	C	SCLADMIN	14.10.2024	18:00:33	SCLADMIN	14.10.2024	18:00:33	
ROW85|700	1100101899	a	Z001		15.10.2024				C	C	C	SCLADMIN	15.10.2024	18:00:32	SCLADMIN	15.10.2024	18:00:32	
ROW86|700	1100101900	a	Z001		15.10.2024				C	C	C	SCLADMIN	15.10.2024	18:00:32	SCLADMIN	15.10.2024	18:00:33	
ROW87|700	1100101910	a	Z001		15.10.2024				C	C	C	SCLADMIN	15.10.2024	18:00:31	SCLADMIN	15.10.2024	18:00:31	
ROW88|700	1100101921	a	Z001		15.10.2024				C	C	C	SCLADMIN	15.10.2024	18:00:32	SCLADMIN	15.10.2024	18:00:32	
ROW89|700	1100101931	a	Z001		15.10.2024				C	C	C	SCLADMIN	15.10.2024	18:00:33	SCLADMIN	15.10.2024	18:00:33	
ROW90|700	1100101991	a	Z001		15.10.2024				C	C	C	SCLADMIN	15.10.2024	18:40:32	SCLADMIN	15.10.2024	18:40:33	
ROW91|700	1100102379	a	Z001		16.10.2024				C	C	C	SCLADMIN	16.10.2024	18:00:32	SCLADMIN	16.10.2024	18:00:32	
ROW92|700	1100102385	a	Z001		16.10.2024				C	C	C	SCLADMIN	16.10.2024	17:30:32	SCLADMIN	16.10.2024	17:30:32	
ROW93|700	1100102386	a	Z001		16.10.2024				C	C	C	SCLADMIN	16.10.2024	17:30:32	SH01047	16.10.2024	17:39:55	
ROW94|700	1100102391	a	Z001		16.10.2024				C	C	C	SCLADMIN	16.10.2024	17:30:32	SCLADMIN	16.10.2024	17:30:32	
ROW95|700	1100102397	a	Z001		16.10.2024				C	C	C	SCLADMIN	16.10.2024	18:00:32	SCLADMIN	16.10.2024	18:00:32	
ROW96|700	1100102404	a	Z001		16.10.2024				C	C	C	SCLADMIN	16.10.2024	18:00:31	SCLADMIN	16.10.2024	18:00:31	
ROW97|700	1100102405	a	Z001		16.10.2024				C	C	C	SCLADMIN	16.10.2024	18:00:33	SCLADMIN	16.10.2024	18:00:33	
ROW98|700	1100102406	a	Z001		16.10.2024				C	C	C	SCLADMIN	16.10.2024	18:00:33	SCLADMIN	16.10.2024	18:00:34	
ROW99|700	1100102439	a	Z001		16.10.2024				C	C	C	SCLADMIN	16.10.2024	18:40:31	SCLADMIN	16.10.2024	18:40:31	
ROW100|700	1100102450	a	Z001		16.10.2024				C	C	C	SCLADMIN	16.10.2024	18:40:31	SCLADMIN	16.10.2024	18:40:31	
ROW101|700	1100102455	a	Z001		16.10.2024				C	C	C	SCLADMIN	16.10.2024	18:40:31	SH00942	16.10.2024	18:41:48	
ROW102|700	1100102843	a	Z001		17.10.2024				C	C	C	SCLADMIN	17.10.2024	17:00:32	SCLADMIN	17.10.2024	17:00:32	
ROW103|700	1100102844	a	Z001		17.10.2024				C	C	C	SCLADMIN	17.10.2024	17:00:32	SCLADMIN	17.10.2024	17:00:32	
ROW104|700	1100102861	a	Z001		17.10.2024				C	C	C	SCLADMIN	17.10.2024	17:30:32	SCLADMIN	17.10.2024	17:30:32	
ROW105|700	1100102909	a	Z001		17.10.2024				C	C	C	SCLADMIN	17.10.2024	18:40:31	SCLADMIN	17.10.2024	18:40:31	
ROW106|700	1100102910	a	Z001		17.10.2024				C	C	C	SCLADMIN	17.10.2024	18:40:32	SCLADMIN	17.10.2024	18:40:32	
ROW107|700	1100102916	a	Z001		17.10.2024				C	C	C	SCLADMIN	17.10.2024	18:40:31	SCLADMIN	17.10.2024	18:40:31	
ROW108|700	1100103280	a	Z001		18.10.2024				C	C	C	SCLADMIN	18.10.2024	18:00:32	SH00488	18.10.2024	18:03:46	
ROW109|700	1100103282	a	Z001		18.10.2024				C	C	C	SCLADMIN	18.10.2024	18:00:32	SH00488	18.10.2024	18:03:32	
ROW110|700	1100103283	a	Z001		18.10.2024				C	C	C	SCLADMIN	18.10.2024	18:00:32	SH00488	18.10.2024	18:03:43	
ROW111|700	1100103284	a	Z001		18.10.2024				C	C	C	SCLADMIN	18.10.2024	18:00:32	SCLADMIN	18.10.2024	18:00:32	
ROW112|700	1100103289	a	Z001		18.10.2024				C	C	C	SCLADMIN	18.10.2024	18:40:32	SCLADMIN	18.10.2024	18:40:32	
ROW113|700	1100103297	a	Z001		18.10.2024				C	C	C	SCLADMIN	18.10.2024	18:40:32	SCLADMIN	18.10.2024	18:40:33	
ROW114|700	1100103302	a	Z001		18.10.2024				C	C	C	SCLADMIN	18.10.2024	18:00:31	SCLADMIN	18.10.2024	18:00:32	
ROW115|700	1100103303	a	Z001		18.10.2024				C	C	C	SCLADMIN	18.10.2024	18:00:32	SCLADMIN	18.10.2024	18:00:32	
ROW116|700	1100103715	a	Z001		19.10.2024				C	C	C	SCLADMIN	19.10.2024	17:30:32	SCLADMIN	19.10.2024	17:30:32	
ROW117|700	1100103748	a	Z001		19.10.2024				C	C	C	SCLADMIN	19.10.2024	18:00:33	SCLADMIN	19.10.2024	18:00:33	
ROW118|700	1100103749	a	Z001		19.10.2024				C	C	C	SCLADMIN	19.10.2024	18:00:33	SCLADMIN	19.10.2024	18:00:33	
ROW119|700	1100103775	a	Z001		19.10.2024				C	C	C	SCLADMIN	19.10.2024	18:40:32	SCLADMIN	19.10.2024	18:40:32	
ROW120|700	1100104096	a	Z001		20.10.2024				C	C	C	SCLADMIN	20.10.2024	18:00:32	SCLADMIN	20.10.2024	18:00:32	
ROW121|700	1100104097	a	Z001		20.10.2024				C	C	C	SCLADMIN	20.10.2024	18:00:32	SCLADMIN	20.10.2024	18:00:32	
ROW122|700	1100104112	a	Z001		20.10.2024				C	C	C	SCLADMIN	20.10.2024	18:00:31	SCLADMIN	20.10.2024	18:00:31	
ROW123|700	1100104508	a	Z001		21.10.2024				C	C	C	SCLADMIN	21.10.2024	17:30:32	SCLADMIN	21.10.2024	17:30:33	
ROW124|700	1100104576	a	Z001		21.10.2024				C	C	C	SCLADMIN	21.10.2024	18:00:31	SCLADMIN	21.10.2024	18:00:31	
ROW125|700	1100104598	a	Z001		21.10.2024				C	C	C	SCLADMIN	21.10.2024	18:40:31	SCLADMIN	21.10.2024	18:40:31	
ROW126|700	1100104616	a	Z001		21.10.2024				C	C	C	SCLADMIN	21.10.2024	18:40:31	SCLADMIN	21.10.2024	18:40:31	
ROW127|700	1100104989	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	17:00:32	SCLADMIN	22.10.2024	17:00:32	
ROW128|700	1100105008	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	17:00:32	SCLADMIN	22.10.2024	17:00:32	
ROW129|700	1100105020	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	17:00:32	SCLADMIN	22.10.2024	17:00:32	
ROW130|700	1100105058	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	17:50:32	SCLADMIN	22.10.2024	17:50:32	
ROW131|700	1100105059	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	17:50:32	SCLADMIN	22.10.2024	17:50:33	
ROW132|700	1100105060	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	18:00:32	SCLADMIN	22.10.2024	18:00:32	
ROW133|700	1100105061	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	17:50:32	SCLADMIN	22.10.2024	17:50:32	
ROW134|700	1100105063	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	18:00:32	SCLADMIN	22.10.2024	18:00:32	
ROW135|700	1100105070	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	18:40:32	SCLADMIN	22.10.2024	18:40:32	
ROW136|700	1100105071	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	17:50:32	SCLADMIN	22.10.2024	17:50:32	
ROW137|700	1100105072	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	18:00:31	SCLADMIN	22.10.2024	18:00:31	
ROW138|700	1100105073	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	18:00:31	SCLADMIN	22.10.2024	18:00:31	
ROW139|700	1100105074	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	18:00:33	SCLADMIN	22.10.2024	18:00:34	
ROW140|700	1100105082	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	18:00:31	SCLADMIN	22.10.2024	18:00:31	
ROW141|700	1100105083	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	18:00:32	SCLADMIN	22.10.2024	18:00:32	
ROW142|700	1100105084	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	18:00:33	SCLADMIN	22.10.2024	18:00:33	
ROW143|700	1100105091	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	18:00:33	SCLADMIN	22.10.2024	18:00:33	
ROW144|700	1100105099	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	18:40:32	SCLADMIN	22.10.2024	18:40:32	
ROW145|700	1100105103	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	18:40:32	SCLADMIN	22.10.2024	18:40:33	
ROW146|700	1100105111	a	Z001		22.10.2024				C	C	C	SCLADMIN	22.10.2024	18:40:31	SCLADMIN	22.10.2024	18:40:31	
ROW147|700	1100105536	a	Z001		23.10.2024				C	C	C	SCLADMIN	23.10.2024	18:00:31	SCLADMIN	23.10.2024	18:00:31	
ROW148|700	1100105542	a	Z001		23.10.2024				C	C	C	SCLADMIN	23.10.2024	18:00:31	SCLADMIN	23.10.2024	18:00:31	
ROW149|700	1100105970	a	Z001		24.10.2024				C	C	C	SCLADMIN	24.10.2024	17:30:32	SCLADMIN	24.10.2024	17:30:32	
ROW150|700	1100106019	a	Z001		24.10.2024				C	C	C	SCLADMIN	24.10.2024	18:00:33	SCLADMIN	24.10.2024	18:00:33	
ROW151|700	1100106025	a	Z001		24.10.2024				C	C	C	SCLADMIN	24.10.2024	17:50:32	SCLADMIN	24.10.2024	17:50:32	
ROW152|700	1100106044	a	Z001		24.10.2024				C	C	C	SCLADMIN	24.10.2024	17:50:32	SCLADMIN	24.10.2024	17:50:32	
ROW153|700	1100106068	a	Z001		24.10.2024				C	C	C	SCLADMIN	24.10.2024	18:40:31	SCLADMIN	24.10.2024	18:40:32	
ROW154|700	1100106102	a	Z001		24.10.2024				C	C	C	SCLADMIN	24.10.2024	18:40:31	SCLADMIN	24.10.2024	18:40:31	
ROW155|700	1100106103	a	Z001		24.10.2024				C	C	C	SCLADMIN	24.10.2024	18:40:32	SCLADMIN	24.10.2024	18:40:32	
ROW156|700	1100106446	a	Z001		25.10.2024				C	C	C	SCLADMIN	25.10.2024	16:40:32	SCLADMIN	25.10.2024	16:40:32	
ROW157|700	1100106459	a	Z001		25.10.2024				C	C	C	SCLADMIN	25.10.2024	17:00:32	SCLADMIN	25.10.2024	17:00:32	
ROW158|700	1100106472	a	Z001		25.10.2024				C	C	C	SCLADMIN	25.10.2024	16:40:32	SCLADMIN	25.10.2024	16:40:32	
ROW159|700	1100106499	a	Z001		25.10.2024				C	C	C	SCLADMIN	25.10.2024	18:00:33	SCLADMIN	25.10.2024	18:00:33	
ROW160|700	1100106514	a	Z001		25.10.2024				C	C	C	SCLADMIN	25.10.2024	18:00:33	SCLADMIN	25.10.2024	18:00:33	
ROW161|700	1100106528	a	Z001		25.10.2024				C	C	C	SCLADMIN	25.10.2024	18:40:32	SCLADMIN	25.10.2024	18:40:33	
ROW162|700	1100107662	a	Z001		28.10.2024				C	C	C	SCLADMIN	28.10.2024	17:50:32	SCLADMIN	28.10.2024	17:50:32	
ROW163|700	1100108563	a	Z001		30.10.2024				C	C	C	SCLADMIN	30.10.2024	16:40:32	SCLADMIN	30.10.2024	16:40:32	
ROW164|700	1100108567	a	Z001		30.10.2024				C	C	C	SCLADMIN	30.10.2024	17:00:32	SCLADMIN	30.10.2024	17:00:32	
ROW165|700	1100108570	a	Z001		30.10.2024				C	C	C	SCLADMIN	30.10.2024	17:30:32	SCLADMIN	30.10.2024	17:30:33	
ROW166|700	1100108596	a	Z001		30.10.2024				C	C	C	SCLADMIN	30.10.2024	17:30:32	SCLADMIN	30.10.2024	17:30:32	
ROW167|700	1100108605	a	Z001		30.10.2024				C	C	C	SCLADMIN	30.10.2024	17:30:32	SCLADMIN	30.10.2024	17:30:32	
ROW168|700	1100108614	a	Z001		30.10.2024				C	C	C	SCLADMIN	30.10.2024	17:50:32	SCLADMIN	30.10.2024	17:50:32	
ROW169|700	1100108623	a	Z001		30.10.2024				C	C	C	SCLADMIN	30.10.2024	17:50:32	SCLADMIN	30.10.2024	17:50:32	
ROW170|700	1100109455	a	Z001		04.11.2024				C	C	C	SCLADMIN	04.11.2024	18:00:32	SCLADMIN	04.11.2024	18:00:33	
ROW171|700	1100110928	a	Z001		08.11.2024				C	C	C	SCLADMIN	08.11.2024	18:00:33	SCLADMIN	08.11.2024	18:00:34	
ROW172|700	1100110948	a	Z001		08.11.2024				C	C	C	SCLADMIN	08.11.2024	18:00:33	SCLADMIN	08.11.2024	18:00:33	
ROW173|700	1100110969	a	Z001		08.11.2024				C	C	C	SCLADMIN	08.11.2024	18:30:31	SCLADMIN	08.11.2024	18:30:31	
ROW174|700	1100110989	a	Z001		08.11.2024				C	C	C	SCLADMIN	08.11.2024	18:30:31	SCLADMIN	08.11.2024	18:30:31	
ROW175|700	1100110992	a	Z001		08.11.2024				C	C	C	SCLADMIN	08.11.2024	18:30:31	SCLADMIN	08.11.2024	18:30:31	
ROW176|700	1100111708	a	Z001		10.11.2024				C	C	C	SCLADMIN	10.11.2024	16:40:32	SCLADMIN	10.11.2024	16:40:32	
ROW177|700	1100111758	a	Z001		10.11.2024				C	C	C	SCLADMIN	10.11.2024	17:00:32	SCLADMIN	10.11.2024	17:00:32	
ROW178|700	1100111762	a	Z001		10.11.2024				C	C	C	SCLADMIN	10.11.2024	16:40:32	SCLADMIN	10.11.2024	16:40:32	
ROW179|700	1100111767	a	Z001		10.11.2024				C	C	C	SCLADMIN	10.11.2024	17:00:32	SCLADMIN	10.11.2024	17:00:32	
ROW180|700	1100111781	a	Z001		10.11.2024				C	C	C	SCLADMIN	10.11.2024	17:00:32	SCLADMIN	10.11.2024	17:00:33	
ROW181|700	1100112080	a	Z001		11.11.2024				C	C	C	SCLADMIN	11.11.2024	17:00:32	SCLADMIN	11.11.2024	17:00:32	
ROW182|700	1100112121	a	Z001		11.11.2024				C	C	C	SCLADMIN	11.11.2024	17:00:32	SCLADMIN	11.11.2024	17:00:32	
