SESSION|QS4/700 located at connection[1] session[0]|user=QNOVATE8
TABLE|VFKK
TITLE|Data Browser: Table VFKK Select Entries      2,000
SBAR|Selection restricted to 2,000 hits
ALV|rows=2000|cols=18
HDR|MANDT	FKNUM	VBTYP	FKART	STERM	PRSDT	BUDAT	EXTI1	EXTI2	STBER	STFRE	STABR	ERNAM	ERDAT	ERZET	AENAM	AEDAT	AEZET	
ROW164|700	1600699076	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	03:59:27			00:00:00	
ROW165|700	1600699077	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	03:59:28			00:00:00	
ROW166|700	1600699078	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	04:02:02			00:00:00	
ROW167|700	1600699079	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	04:02:57			00:00:00	
ROW168|700	1600699080	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	04:03:00			00:00:00	
ROW169|700	1600699081	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	04:03:52			00:00:00	
ROW170|700	1600699082	a	Z006		27.03.2026				C			SCLADMIN	31.03.2026	04:06:22			00:00:00	
ROW171|700	1600699083	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	04:09:48			00:00:00	
ROW172|700	1600699084	a	Z006		28.03.2026				C			SCLADMIN	31.03.2026	04:09:49			00:00:00	
ROW173|700	1600699085	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	04:10:52			00:00:00	
ROW174|700	1600699086	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	04:13:09			00:00:00	
ROW175|700	1600699087	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	04:14:52			00:00:00	
ROW176|700	1600699088	a	Z006		27.03.2026				C			SCLADMIN	31.03.2026	04:16:27			00:00:00	
ROW177|700	1600699089	a	Z006		28.03.2026				C			SCLADMIN	31.03.2026	04:16:28			00:00:00	
ROW178|700	1600699090	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	04:16:29			00:00:00	
ROW179|700	1600699091	a	Z006		28.03.2026				C			SCLADMIN	31.03.2026	04:19:53			00:00:00	
ROW180|700	1600699092	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	04:19:54			00:00:00	
ROW181|700	1600699093	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	04:23:17			00:00:00	
ROW182|700	1600699094	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	04:23:17			00:00:00	
ROW183|700	1600699095	a	Z006		28.03.2026				C			SCLADMIN	31.03.2026	04:23:18			00:00:00	
ROW184|700	1600699096	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	04:26:33			00:00:00	
ROW185|700	1600699097	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	04:29:50			00:00:00	
ROW186|700	1600699098	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	04:29:50			00:00:00	
ROW187|700	1600699099	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	04:33:07			00:00:00	
ROW188|700	1600699101	a	Z006		28.03.2026				C			SCLADMIN	31.03.2026	04:33:08			00:00:00	
ROW189|700	1600699102	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	04:33:09			00:00:00	
ROW190|700	1600699103	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	04:33:10			00:00:00	
ROW191|700	1600699104	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	04:35:02			00:00:00	
ROW192|700	1600699106	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	04:36:41			00:00:00	
ROW193|700	1600699107	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	04:39:55			00:00:00	
ROW194|700	1600699108	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	04:39:57			00:00:00	
ROW195|700	1600699109	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	04:39:59			00:00:00	
ROW196|700	1600699110	a	Z006		29.03.2026				C			SCLADMIN	31.03.2026	04:40:00			00:00:00	
ROW197|700	1600699111	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	04:42:37			00:00:00	
ROW198|700	1600699112	a	Z006		31.03.2026				C			SCLADMIN	31.03.2026	04:43:12			00:00:00	
ROW199|700	1600699113	a	Z006		30.03.2026				C			SCLADMIN	31.03.2026	04:43:13			00:00:00	
ROW200|700	1600699114	a	Z006		27.03.2026				C			SCLADMIN	31.03.2026	04:43:14			00:00:00	
