17.09.2026             Dynamic List Display                                                                       1


	VBELN	ERNAM	ERDAT	VSTEL	LFART	INCO1	ROUTE	LIFSK	KUNNR	WADAT_IST	WERKS	SDABW	WBSTK	ZZVBELN

	9004800054	S017789	25.07.2026	1004	ZNL	EXP	P25968		P1005	27.07.2026	1005		C
	9004800055	SH00437	25.07.2026	4877	ZNP	FTP	D48613		0020234100	25.07.2026		SP01	C
	9004800056	SH01436	25.07.2026	4584	ZNP	FTP	E17367		0020278119	25.07.2026		SP02	C
	9004800057	SH00139	25.07.2026	5177	ZNP	FTP	E25794		0020134356	25.07.2026		SP05	C
	9004800058	SCLADMIN	25.07.2026	2102	ZRMC	FTB	RT0001		0020333524	25.07.2026			C
	9004800059	SH01508	25.07.2026	3857	ZNP	FTB	E60481		0011103500	25.07.2026		SP01	C
	9004800060	S018184	25.07.2026	1073	ZNL	EXP	Q41177		P3819	25.07.2026	3819		C
	9004800061	SH01763	25.07.2026	8181	ZNP	FTP	E56907		0020274816	25.07.2026		SP03	C
	9004800062	S016278	25.07.2026	1040	ZNL	FTB	P27420		P1040		1040
	9004800063	SH01687	25.07.2026	5687	ZNP	FTB	E16159		0020367160	25.07.2026		SP09	C
	9004800064	SH00071	25.07.2026	4610	ZNP	FTP	E17606		0020049796	25.07.2026		SP01	C
	9004800065	SH00437	25.07.2026	4877	ZNP	FTP	E02243		0020372489	25.07.2026		SP01	C
	9004800066	SH01425	25.07.2026	4363	ZNP	FTP	E23103		0020312782	25.07.2026		SP07	C
	9004800067	SH00139	25.07.2026	5177	ZNP	FTP	E25794		0020134356	25.07.2026		SP05	C
	9004800068	SH01823	25.07.2026	3977	ZNP	FTP	E73931		0020154433	25.07.2026		SP01	C
	9004800069	SCLADMIN	25.07.2026	1040	ZNL	EXP	P24974		P5578	25.07.2026	5578	VT02	C
	9004800070	SH01374	25.07.2026	8130	ZNP	FTP	E58851		0011025885	25.07.2026		SP01	C
	9004800071	S011584	25.07.2026	1002	ZNL	FTB	P96726		P2104	25.07.2026	2104		C
	9004800072	S011584	25.07.2026	1002	ZNL	FTB	P96726		P2104	25.07.2026	2104		C
	9004800073	S004791	25.07.2026	1005	ZLF	FTB	Q15727		0020352629	26.07.2026			C
	9004800074	SH00941	25.07.2026	4453	ZNP	FTP	E55393		0011027485	25.07.2026		SP01	C
	9004800075	SH00869	25.07.2026	3929	ZNP	FTP	E64976		0011051770	25.07.2026		SP01	C
	9004800076	S004791	25.07.2026	1005	ZLF	FTB	Q15695		0020300660	25.07.2026			C
	9004800077	S016470	25.07.2026	1044	ZNP	FTB	Q30280		0011053269	25.07.2026			C
	9004800078	S016470	25.07.2026	1044	ZNP	FTB	Q30194		0020363812	25.07.2026			C
	9004800079	S016470	25.07.2026	1044	ZNP	FTB	Q30194		0020363812	25.07.2026			C
	9004800080	S020444	25.07.2026	1009	ZNP	FTB	P99564		0020360743	25.07.2026			C
	9004800081	S018209	25.07.2026	1070	ZLF	FTB	Q22020		0020221001	26.07.2026			C
	9004800082	S018209	25.07.2026	1070	ZLF	FTB	Q22020		0020221001	26.07.2026			C
	9004800083	S018209	25.07.2026	1070	ZLF	FTB	Q22057		0020245103
	9004800084	SH01500	25.07.2026	6432	ZNP	FTP	E53447		0011110192	25.07.2026		SP07	C
	9004800085	S004791	25.07.2026	1005	ZNP	FTB	Q09089		0020303170	25.07.2026			C
	9004800086	S020717	25.07.2026	1010	ZNP	FTB	Q16892		0020015147	26.07.2026			C
	9004800087	SH01739	25.07.2026	3974	ZNP	FTP	E74860		0020274071	25.07.2026		SP01	C
	9004800088	SH01296	25.07.2026	6840	ZNP	FTP	E35352		0020020173	25.07.2026		SP01	C
	9004800089	S020717	25.07.2026	1010	ZNP	FTB	Q16892		0020015147	26.07.2026			C
	9004800090	SH01627	25.07.2026	4385	ZNP	FTP	E15100		0011053662	25.07.2026		SP07	C
	9004800091	S020717	25.07.2026	1010	ZNP	FTB	Q16892		0020015147	26.07.2026			C
	9004800092	SH00071	25.07.2026	4610	ZNP	FTP	E17587		0020049604	25.07.2026		SP02	C
	9004800093	SH00033	25.07.2026	3875	ZNP	FTP	E61054		0040098360	25.07.2026		SP01	C
	9004800094	S016577	25.07.2026	1000	ZNP	FTB	P97448		0020264947	25.07.2026			C
	9004800095	SH01521	25.07.2026	4875	ZNP	FTP	S21676		0020304688	25.07.2026		SP01	C
	9004800096	S016577	25.07.2026	1000	ZNP	FTB	P97448		0020121967	25.07.2026			C
	9004800097	S015508	25.07.2026	1012	ZNL	FTB	P80985		P6737	25.07.2026	6737		C
	9004800098	S022730	25.07.2026	1012	ZNP	FTB	Q10880		0020019953	25.07.2026			C
	9004800099	SH01601	25.07.2026	6769	ZNP	FTB	D42141		0020277892	25.07.2026		SP01	C
	9004800100	S018209	25.07.2026	1079	ZNP	FTB	Q42986		0040102589
	9004800101	SH01627	25.07.2026	4385	ZNP	FTP	E15098		0020319735	25.07.2026		SP01	C
	9004800102	SCLADMIN	25.07.2026	2104	ZRMC	FTB	RT0001		0020313510	25.07.2026			C
	9004800103	S018209	25.07.2026	1079	ZLF	FTB	Q42295		0020373100	27.07.2026			C
	9004800104	S020717	25.07.2026	1010	ZNP	FTB	Q16011		0020011744	25.07.2026			C
	9004800105	SH01589	25.07.2026	6120	ZNP	FTB	D49122		0020319962	25.07.2026		SP01	C
	9004800106	SH00941	25.07.2026	4453	ZNP	FTP	E55393		0011043168	25.07.2026		SP01	C
	9004800107	SH01588	25.07.2026	6759	ZNP	FTP	E11399		0020369489	25.07.2026		SP01	C
	9004800108	S016050	25.07.2026	1002	ZNL	EXP	P24990		P1009	25.07.2026	1009		C
	9004800109	S018870	25.07.2026	1079	ZNP	FTB	Q42202		0020045683	26.07.2026			C
	9004800110	SH00869	25.07.2026	3929	ZNP	FTP	E64976		0011051770	25.07.2026		SP01	C
	9004800111	S010776	25.07.2026	5505	ZLF	FTB	E94180		0020287644	25.07.2026		SP07	C
	9004800112	S004813	25.07.2026	1003	ZLF	FTB	Q07421		0020216260	25.07.2026			C
	9004800113	S020717	25.07.2026	1010	ZNP	FTB	Q16995		0020028919	25.07.2026			C
	9004800114	S004813	25.07.2026	1003	ZLF	FTB	Q07421		0020236992	25.07.2026			C
	9004800115	SH01521	25.07.2026	4875	ZNP	FTP	S21676		0020304706	25.07.2026		SP01	C
	9004800116	S004813	25.07.2026	1003	ZLF	FTB	Q07421		0020236992
	9004800117	S020414	25.07.2026	1004	ZNL	FTB	P26694		P5008	26.07.2026	5008		C
	9004800118	S020717	25.07.2026	1010	ZNP	FTB	Q17043		0020095983	26.07.2026			C
	9004800119	S004813	25.07.2026	1003	ZLF	FTB	Q07421		0020212046	25.07.2026			C
	9004800120	SH01687	25.07.2026	3805	ZNP	FTB	E57789		0020344465	25.07.2026		SP01	C
	9004800121	S004813	25.07.2026	1003	ZLF	FTB	Q07421		0020335457	25.07.2026			C
	9004800122	S020126	25.07.2026	1000	ZNP	FTB	Q26497		0040101707	26.07.2026			C
	9004800123	S020717	25.07.2026	1010	ZNL	FTB	P22351		P4578	26.07.2026	4578		C
	9004800124	SH01374	25.07.2026	8130	ZNP	FTP	E58851		0011025885	25.07.2026		SP01	C
	9004800125	S020717	25.07.2026	1010	ZNL	FTB	P22351		P4578	25.07.2026	4578		C
	9004800126	S020717	25.07.2026	1010	ZNL	FTB	P22351		P4578	26.07.2026	4578		C
	9004800127	S018184	25.07.2026	1073	ZNP	FTB	Q21715		0020334137	25.07.2026			C
	9004800128	SH01589	25.07.2026	6120	ZNP	FTB	D49124		0020065825	25.07.2026		SP01	C
	9004800129	SH01627	25.07.2026	4385	ZNP	FTP	E15107		0020357396	25.07.2026		SP01	C
	9004800130	SH01296	25.07.2026	6840	ZNP	FTP	E35352		0020020173	25.07.2026		SP03	C
	9004800131	SCLADMIN	25.07.2026	2119	ZRMC	FTB	RT0001		0020330685	25.07.2026			C
	9004800132	S018184	25.07.2026	1073	ZNP	FTB	Q21715		0020334137	25.07.2026			C
	9004800133	SH01588	25.07.2026	6759	ZNP	FTP	E11399		0020371557	25.07.2026		SP01	C
	9004800134	S022254	25.07.2026	1045	ZNP	FTB	Q44323		0040089644	25.07.2026			C
	9004800135	SH01739	25.07.2026	3974	ZNP	FTP	E74860		0020274071	25.07.2026		SP01	C
	9004800136	S018870	25.07.2026	1079	ZNL	EXP	Q43043		P4452		4452
	9004800137	S022254	25.07.2026	1045	ZNP	FTB	Q44324		0040013901	25.07.2026			C
	9004800138	SH00071	25.07.2026	4610	ZNP	FTP	E17587		0020049604	25.07.2026		SP02	C
	9004800139	SH01289	25.07.2026	3826	ZNP	FTP	E58405		0011016411	25.07.2026		SP03	C
	9004800140	SCLADMIN	25.07.2026	1040	ZNL	EXP	P24974		P5578	25.07.2026	5578	VT02	C
	9004800141	S014445	25.07.2026	1006	ZNP	FTB	P99286		0020030244	25.07.2026			C
	9004800142	SCLADMIN	25.07.2026	1040	ZNL	EXP	P24974		P5578	25.07.2026	5578	VT02	C
	9004800143	S014445	25.07.2026	1006	ZNP	FTB	P99286		0020030244	25.07.2026			C
	9004800144	SH01500	25.07.2026	6432	ZNP	FTP	E53453		0020353559	25.07.2026		SP07	C
	9004800145	SH01687	25.07.2026	3805	ZNP	FTB	E57774		0040032197	25.07.2026		SP01	C
	9004800146	SH01627	25.07.2026	4385	ZNP	FTP	E15106		0020366108	25.07.2026		SP01	C
	9004800147	SH01763	25.07.2026	8181	ZNP	FTP	E61331		0020351473	25.07.2026		SP03	C
	9004800148	S017789	25.07.2026	1004	ZNP	FTB	P36033		0011046770	26.07.2026			C
	9004800149	S017789	25.07.2026	1004	ZLF	FTB	P36266		0020355263	26.07.2026			C
	9004800150	S021276	25.07.2026	1007	ZLF	FTB	Q27171		0020253308	26.07.2026			C
	9004800151	SH01601	25.07.2026	6769	ZNP	FTB	D42141		0020371294	25.07.2026		SP01	C
	9004800152	SH01296	25.07.2026	6840	ZNP	FTP	E35352		0020020173	25.07.2026		SP03	C
	9004800153	S018209	25.07.2026	1070	ZLF	FTB	Q22075		0020357914
	9004800154	S018209	25.07.2026	1070	ZLF	FTB	Q22075		0020357914
	9004800155	S018209	25.07.2026	1070	ZLF	FTB	Q22075		0020357914
	9004800156	SH01289	25.07.2026	3826	ZNP	FTP	E58405		0011016411	25.07.2026		SP03	C
	9004800157	S023055	25.07.2026	2121	ZRMC	FTB	RT0001		0020353021	25.07.2026			C
	9004800158	SH01290	25.07.2026	6846	ZNP	FTP	E35468		0020105247	25.07.2026		SP03	C
	9004800159	SH01733	25.07.2026	8172	ZNP	FTP	E12027		0020353739	25.07.2026		SP01	C
	9004800160	SH01627	25.07.2026	4385	ZNP	FTP	E15106		0020130665	25.07.2026		SP01	C
	9004800161	S018209	25.07.2026	1070	ZLF	FTB	Q22363		0020338961	27.07.2026			C
	9004800162	SCLADMIN	25.07.2026	2108	ZRMC	FTB	RT0001		0020278750	25.07.2026			C
	9004800163	S018209	25.07.2026	1070	ZLF	FTB	Q22363		0020338961	26.07.2026			C
	9004800164	S011504	25.07.2026	7680	ZLF	FTB	E13608		0020236366	25.07.2026		SP09	C
	9004800165	SH01687	25.07.2026	3805	ZNP	FTB	E57784		0020370073	25.07.2026		SP01	C
	9004800166	S018209	25.07.2026	1070	ZLF	FTB	Q22363		0020338961	27.07.2026			C
	9004800167	SH01413	25.07.2026	6081	ZNP	FTB	E39546		0020323595	25.07.2026		SP01	C
	9004800168	SH01596	25.07.2026	8022	ZNP	FTP	E42322		0011101805	25.07.2026		SP07	C
	9004800169	SH00033	25.07.2026	3875	ZNP	FTP	E61054		0040098360	25.07.2026		SP01	C
	9004800170	S018209	25.07.2026	1070	ZLF	FTB	Q22363		0020338961	26.07.2026			C
	9004800171	S018209	25.07.2026	1070	ZLF	FTB	Q22363		0020338961	26.07.2026			C
	9004800172	S018209	25.07.2026	1070	ZLF	FTB	Q22363		0020338961	26.07.2026			C
	9004800173	S014445	25.07.2026	1006	ZNP	FTB	P99260		0020372837	25.07.2026			C
	9004800174	S014445	25.07.2026	1006	ZLF	FTB	P06955		0020373187	26.07.2026			C
	9004800175	S018209	25.07.2026	1070	ZLF	FTB	Q22363		0020338961	27.07.2026			C
	9004800176	S022254	25.07.2026	1045	ZLF	FTB	R12794		0020373175	25.07.2026			C
	9004800177	S017789	25.07.2026	1004	ZNP	FTB	P86772		0020251574	26.07.2026			C
	9004800178	SH01687	25.07.2026	3805	ZNP	FTB	E57784		0020360903	25.07.2026		SP01	C
	9004800179	S017789	25.07.2026	1004	ZNP	FTB	P86772		0020251574	26.07.2026			C
	9004800180	S004154	25.07.2026	1304	ZNP	FTB	Q14403		0040092541	26.07.2026			C
	9004800181	S018209	25.07.2026	1070	ZLF	FTB	Q22043		0020344192	27.07.2026			C
	9004800182	SH01500	25.07.2026	6432	ZNP	FTP	E53453		0011078792	25.07.2026		SP01	C
	9004800183	S018209	25.07.2026	1070	ZLF	FTB	Q21985		0020364869	26.07.2026			C
	9004800184	S018209	25.07.2026	1070	ZLF	FTB	Q21985		0020364869	26.07.2026			C
	9004800185	SH00071	25.07.2026	4610	ZNP	FTP	E17599		0020051094	25.07.2026		SP02	C
	9004800186	S018209	25.07.2026	1070	ZLF	FTB	Q21985		0020364869	26.07.2026			C
	9004800187	S018209	25.07.2026	1070	ZLF	FTB	Q21985		0020364869	26.07.2026			C
	9004800188	S018209	25.07.2026	1070	ZLF	FTB	Q21985		0020364869	26.07.2026			C
	9004800189	S018209	25.07.2026	1070	ZLF	FTB	Q22405		0020373131
	9004800190	S020589	25.07.2026	1040	ZNP	FTB	Q31552		0040096439	25.07.2026			C
	9004800191	S018870	25.07.2026	1079	ZNL	EXP	Q43844		P4484	26.07.2026	4484		C
	9004800192	S020589	25.07.2026	1040	ZNP	FTB	Q31552		0040096439	25.07.2026			C
	9004800193	SH01627	25.07.2026	4385	ZNP	FTP	E15100		0040047833	25.07.2026		SP07	C
	9004800194	SH01290	25.07.2026	6846	ZNP	FTP	E35465		0011018508	25.07.2026		SP03	C
	9004800195	S020589	25.07.2026	1046	ZNP	FTB	Q32050		0020050041	25.07.2026			C
	9004800196	S011584	25.07.2026	1002	ZLF	FTB	Q48403		0020373140	25.07.2026			C
	9004800197	SH01687	25.07.2026	3805	ZNP	FTB	E57774		0040079289	25.07.2026		SP03	C
	9004800198	S020589	25.07.2026	1046	ZNP	FTB	Q38881		0020209434	25.07.2026			C
	9004800199	S020589	25.07.2026	1046	ZNP	FTB	Q39244		0011095657	25.07.2026			C
	9004800200	S004155	25.07.2026	1009	ZNP	FTB	Q10289		0020237572	25.07.2026			C
	9004800201	SH01627	25.07.2026	4385	ZNP	FTP	E15100		0020347771	25.07.2026		SP07	C
	9004800202	S004155	25.07.2026	1009	ZNP	FTB	Q10316		0040006485	25.07.2026			C
	9004800203	S004155	25.07.2026	1009	ZNP	FTB	Q10316		0020343601	25.07.2026			C
	9004800204	S004155	25.07.2026	1009	ZNP	FTB	Q10316		0040017634	25.07.2026			C
	9004800205	S004155	25.07.2026	1009	ZNP	FTB	Q10290		0011034337	25.07.2026			C
	9004800206	S004155	25.07.2026	1009	ZNP	FTB	Q10290		0011034337
	9004800207	S004155	25.07.2026	1009	ZNP	FTB	Q10308		0040099139	25.07.2026			C
	9004800208	S022254	25.07.2026	1045	ZNP	FTB	Q32710		0011110846	25.07.2026			C
	9004800209	S004155	25.07.2026	1009	ZNP	FTB	Q10308		0040004476	25.07.2026			C
	9004800210	SH00071	25.07.2026	4610	ZNP	FTP	E17599		0020051094	25.07.2026		SP02	C
	9004800211	S004155	25.07.2026	1009	ZNP	FTB	Q10264		0011052425	25.07.2026			C
	9004800212	S022254	25.07.2026	1045	ZNP	FTB	Q32710		0011110846	25.07.2026			C
	9004800213	S018184	25.07.2026	1073	ZNL	FTB	R11953		P3916	25.07.2026	3916		C
	9004800214	S018184	25.07.2026	1073	ZNL	FTB	R11953		P3916	25.07.2026	3916		C
	9004800215	SH01627	25.07.2026	4385	ZNP	FTP	E15100		0020053301	25.07.2026		SP07	C
	9004800216	SH00090	25.07.2026	4008	ZNP	FTP	E25882		0020020639	25.07.2026		SP02	C
	9004800217	SH01413	25.07.2026	6204	ZNP	FTB	E39746		0011085788	25.07.2026		SP01	C
	9004800218	SH01596	25.07.2026	8022	ZNP	FTP	E42322		0011074816	25.07.2026		SP07	C
	9004800219	S018870	25.07.2026	1079	ZNL	EXP	Q43043		P4452	26.07.2026	4452		C
	9004800220	SH01290	25.07.2026	6846	ZNP	FTP	E35465		0011018508	25.07.2026		SP03	C
	9004800221	SH01445	25.07.2026	6736	ZNP	FTP	E39934		0011102806	25.07.2026		SP01	C
	9004800222	S022254	25.07.2026	1045	ZNP	FTB	Q32677		0011025513
	9004800223	S000855	25.07.2026	1002	ZLF	FTB	Q06188		0020008187	25.07.2026			C
	9004800224	SCLADMIN	25.07.2026	1040	ZNL	EXP	P24974		P5578	25.07.2026	5578	VT02	C
	9004800225	SH01627	25.07.2026	4385	ZNP	FTP	E15112		0020365466	25.07.2026		SP01	C
	9004800226	S018382	25.07.2026	1002	ZNP	FTB	P04503		0020323214
	9004800227	S020126	25.07.2026	1002	ZNL	FTB	P74440		P2114	25.07.2026	2114		C
	9004800228	S018382	25.07.2026	1002	ZLF	FTB	P05371		0020373161	25.07.2026			C
	9004800229	S015938	25.07.2026	5415	ZLF	FTB	Q33565		0020345317	26.07.2026			C
	9004800230	S015365	25.07.2026	1042	ZNP	FTB	Q23841		0020053142	25.07.2026			C
	9004800231	S014445	25.07.2026	1006	ZNP	FTB	P06750		0020371088	25.07.2026			C
	9004800232	S004791	25.07.2026	1005	ZNP	FTB	Q09053		0040092132	26.07.2026			C
	9004800233	S020126	25.07.2026	1000	ZNL	FTB	P74439		P2114	25.07.2026	2114		C
	9004800234	S020126	25.07.2026	1000	ZNL	FTB	P74439		P2114	25.07.2026	2114		C
	9004800235	S015938	25.07.2026	1301	ZLF	EXW	P16498		0011068398	26.07.2026			C
	9004800236	SH01445	25.07.2026	6736	ZNP	FTP	E39934		0011102806	25.07.2026		SP03	C
	9004800237	S004791	25.07.2026	1005	ZNP	FTB	Q09294		0020353739	25.07.2026			C
	9004800238	S020126	25.07.2026	1000	ZNL	FTB	Q41071		P2135	25.07.2026	2135		C
	9004800239	SCLADMIN	25.07.2026	2117	ZRMC	FTB	RT0001		0020352802	25.07.2026			C
	9004800240	S004791	25.07.2026	1005	ZNP	FTB	Q09294		0020353739	25.07.2026			C
	9004800241	S022254	25.07.2026	1045	ZNP	FTB	Q32693		0020035219	25.07.2026			C
	9004800242	SH01290	25.07.2026	6846	ZNP	FTP	E35465		0011018508	25.07.2026		SP03	C
	9004800243	S018184	25.07.2026	1073	ZNL	FTB	P22018		P4469	25.07.2026	4469		C
	9004800244	SH01521	25.07.2026	4875	ZNP	FTP	S21676		0020285492	25.07.2026		SP01	C
	9004800245	SH01627	25.07.2026	4385	ZNP	FTP	E15106		0020191097	25.07.2026		SP01	C
	9004800246	S004791	25.07.2026	1005	ZNP	FTB	Q09053		0011098358	26.07.2026			C
	9004800247	S022254	25.07.2026	1045	ZNP	FTB	Q32687		0020221324	25.07.2026			C
	9004800248	S018870	25.07.2026	1079	ZNL	EXP	Q43043		P4452	26.07.2026	4452		C
	9004800249	SH00046	25.07.2026	4578	ZNP	FTP	E17329		0020283095	25.07.2026		SP07	C
	9004800250	S022254	25.07.2026	1045	ZLF	FTB	Q32815		0020319481	25.07.2026			C
	9004800251	S014445	25.07.2026	1006	ZNP	FTB	P06938		0020254289
	9004800252	S004791	25.07.2026	1005	ZNL	FTB	Q00670		P6839	26.07.2026	6839		C
	9004800253	SH00116	25.07.2026	8247	ZNP	FTP	E83645		0020312514	25.07.2026		SP02	C
	9004800254	S014445	25.07.2026	1006	ZNP	FTB	P99286		0020030244	25.07.2026			C
	9004800255	S023057	25.07.2026	1012	ZLF	EXW	RT0001		0011085797	25.07.2026			C
	9004800256	S020972	25.07.2026	1071	ZNL	EXP	P55482		P4355	25.07.2026	4355		C
	9004800257	S014309	25.07.2026	1007	ZNL	FTB	P55613		P7697		7697
	9004800258	S020972	25.07.2026	1071	ZNL	EXP	P55482		P4355	25.07.2026	4355		C
	9004800259	S014309	25.07.2026	1007	ZNL	FTB	P55613		P7697		7697
	9004800260	S023057	25.07.2026	1012	ZLF	EXW	RT0001		0011085797	25.07.2026			C
	9004800261	SH01814	25.07.2026	3918	ZNP	FTB	E64837		0020373105	25.07.2026		SP08	C
	9004800262	SH01521	25.07.2026	4875	ZNP	FTP	S21669		0020292830	25.07.2026		SP01	C
	9004800263	S023057	25.07.2026	1012	ZLF	EXW	RT0001		0011085797	25.07.2026			C
	9004800264	S018382	25.07.2026	1014	ZNP	FTB	Q02623		0020369773
	9004800265	SH01290	25.07.2026	6846	ZNP	FTP	E35465		0011018508	25.07.2026		SP03	C
	9004800266	S018382	25.07.2026	1014	ZLF	FTB	Q04887		0020333039
	9004800267	S018382	25.07.2026	1014	ZNP	FTB	Q02623		0020130678	25.07.2026			C
	9004800268	S023057	25.07.2026	1012	ZLF	EXW	RT0001		0011085797	25.07.2026			C
	9004800269	S022670	25.07.2026	4438	ZNP	FTP	E55377		0020323747	25.07.2026		SP01	C
	9004800270	S018382	25.07.2026	1014	ZLF	FTB	Q01939		0020338846	25.07.2026			C
	9004800271	SH01596	25.07.2026	8022	ZNP	FTB	E42322		0011074816	25.07.2026		SP01	C
	9004800272	S023057	25.07.2026	1012	ZLF	EXW	RT0001		0011085797	25.07.2026			C
	9004800273	SH01292	25.07.2026	8004	ZNP	FTP	E35507		0020277915	25.07.2026		SP08	C
	9004800274	S023057	25.07.2026	1012	ZLF	EXW	RT0001		0011085797	25.07.2026			C
	9004800275	S004791	25.07.2026	1005	ZNP	FTB	Q09290		0020372998	26.07.2026			C
	9004800276	SH01297	25.07.2026	6844	ZNP	FTP	E35437		0011018340	25.07.2026		SP03	C
	9004800277	S004154	25.07.2026	1304	ZNP	FTB	Q14198		0011093075	25.07.2026			C
	9004800278	S018382	25.07.2026	1014	ZNP	FTB	Q04480		0020336467
	9004800279	S004154	25.07.2026	1304	ZNP	FTB	Q14198		0011093075	25.07.2026			C
	9004800280	S018382	25.07.2026	1014	ZNP	FTB	Q02730		0020270897
