17.09.2026              Dynamic List Display                                                                        1


	VBELN	ERNAM	ERDAT	VSTEL	LFART	INCO1	ROUTE	LIFSK	KUNNR	WADAT_IST	WERKS	SDABW	WBSTK	ZZVBELN

	9004940143	SH01456	09.08.2026	6110	ZNP	FTP	E09905		0020320298	09.08.2026		SP01	C
	9004940144	S016278	09.08.2026	1040	ZNP	FTB	Q38389		0020357673	09.08.2026			C
	9004940145	S017628	09.08.2026	1045	ZNP	FTB	Q32481		0020210646	09.08.2026			C
	9004940146	S017628	09.08.2026	1045	ZNP	FTB	Q32481		0020210646	09.08.2026			C
	9004940147	SH00359	09.08.2026	4644	ZNP	FTP	E37808		0040048152	09.08.2026		SP01	C
	9004940148	SH01401	09.08.2026	6792	ZNP	FTB	E00032		0020366379	09.08.2026		SP08	C
	9004940149	S004614	09.08.2026	1073	ZNL	FTB	P37327		P5688	09.08.2026	5688		C
	9004940150	S004614	09.08.2026	1073	ZNL	FTB	P37327		P5688	09.08.2026	5688		C
	9004940151	S004614	09.08.2026	1073	ZNL	FTB	P37327		P5688	09.08.2026	5688		C
	9004940152	SH00244	09.08.2026	4963	ZNP	FTP	E99248		0020088563	09.08.2026		SP02	C
	9004940153	S016278	09.08.2026	1040	ZLF	FTB	Q31187		0020369190	09.08.2026			C
	9004940154	S013608	09.08.2026	1041	ZNP	FTB	Q25109		0020196880
	9004940155	S013608	09.08.2026	1041	ZNP	FTB	Q25109		0020196880
	9004940156	SH01746	09.08.2026	3751	ZNP	FTB	E24558		0020377172	09.08.2026		SP01	C
	9004940157	SH00244	09.08.2026	4963	ZNP	FTP	E99248		0020088563	09.08.2026		SP02	C
	9004940158	S020714	09.08.2026	1005	ZNP	FTB	Q09053		0011101807	09.08.2026			C
	9004940159	SH00355	09.08.2026	6830	ZNP	FTP	D41912		0011037713	09.08.2026		SP01	C
	9004940160	SH01697	09.08.2026	6967	ZNP	FTB	E20379		0040005894	09.08.2026		SP01	C
	9004940161	S022843	09.08.2026	5415	ZNL	FTB	Q05052		P8066	09.08.2026	8066		C
	9004940162	S022843	09.08.2026	1301	ZLF	EXW	P16498		0011068398	09.08.2026			C
	9004940163	SH00058	09.08.2026	3931	ZNP	FTP	E65016		0011040088	09.08.2026		SP01	C
	9004940164	S004614	09.08.2026	1073	ZNL	FTB	R52681		P8239		8239
	9004940165	SH00244	09.08.2026	4963	ZNP	FTP	E99248		0020088563	09.08.2026		SP02	C
	9004940166	S022843	09.08.2026	5415	ZNL	FTB	Q05052		P8066	09.08.2026	8066		C
	9004940167	S022843	09.08.2026	1301	ZLF	EXW	P16498		0011068398	09.08.2026			C
	9004940168	SH01777	09.08.2026	4502	ZNP	FTP	E15592		0020302498	09.08.2026		SP01	C
	9004940169	SH01770	09.08.2026	3811	ZNP	FTP	E57369		0020369241	09.08.2026		SP01	C
	9004940170	SCLADMIN	09.08.2026	1070	ZNL	EXP	P24975		P5579	09.08.2026	5579	VT02	C
	9004940171	SH01574	09.08.2026	4428	ZNP	FTP	E23236		0011053561	09.08.2026		SP01	C
	9004940172	SCLADMIN	09.08.2026	2117	ZRMC	FTB	RT0001		0020352802	09.08.2026			C
	9004940173	SH01551	09.08.2026	6481	ZNP	FTP	E53502		0040085618	09.08.2026		SP01	C
	9004940174	SH00244	09.08.2026	4963	ZNP	FTP	E99248		0020088563	09.08.2026		SP02	C
	9004940175	SH01697	09.08.2026	6967	ZNP	FTB	E20379		0040005894	09.08.2026		SP01	C
	9004940176	S011337	09.08.2026	1002	ZLF	FTB	Q52626		0011096430	09.08.2026			C
	9004940177	S011337	09.08.2026	1002	ZLF	FTB	Q52675		0020371980	09.08.2026			C
	9004940178	S011337	09.08.2026	1002	ZNP	FTB	Q27897		0020276968	09.08.2026			C
	9004940179	S011337	09.08.2026	1002	ZLF	FTB	Q27897		0020372204	09.08.2026			C
	9004940180	SH01047	09.08.2026	6828	ZNP	FTB	E10076		0020046020	09.08.2026		SP04	C
	9004940181	S020972	09.08.2026	1071	ZNL	EXP	P74639		P6481	09.08.2026	6481		C
	9004940182	S020972	09.08.2026	1071	ZNL	EXP	P74639		P6481	09.08.2026	6481		C
	9004940183	SH01401	09.08.2026	6792	ZNP	FTB	E00072		0020229345	09.08.2026		SP01	C
	9004940184	SH00244	09.08.2026	4963	ZNP	FTP	E99248		0020376985	09.08.2026		SP02	C
	9004940185	S004155	09.08.2026	1009	ZNP	FTB	Q92398		0040006390	09.08.2026			C
	9004940186	S004155	09.08.2026	1009	ZNP	FTB	Q92398		0011041613	09.08.2026			C
	9004940187	SH01746	09.08.2026	3751	ZNP	FTB	E49221		0020029425	09.08.2026		SP01	C
	9004940188	S016470	09.08.2026	1044	ZNP	FTB	Q29983		0020122476	09.08.2026			C
	9004940189	S004153	09.08.2026	1000	ZNP	FTB	Q26066		0020158970	09.08.2026			C
	9004940190	S011336	09.08.2026	1014	ZNL	FTB	Q00916		P4761	10.08.2026	4761		C
	9004940191	S011336	09.08.2026	1014	ZNL	FTB	Q00916		P4761		4761		A
	9004940192	SH00244	09.08.2026	4964	ZNP	FTP	E45425		0020377189	09.08.2026		SP02	C
	9004940193	S021739	09.08.2026	1012	ZNL	FTB	R23370		P8250	10.08.2026	8250		C
	9004940194	S021739	09.08.2026	1012	ZNL	FTB	R23370		P8250	10.08.2026	8250		C
	9004940195	S011336	09.08.2026	1014	ZNL	FTB	Q01037		P6781	09.08.2026	6781		C
	9004940196	S021739	09.08.2026	1012	ZNP	FTB	Q10774		0011024830	09.08.2026			C
	9004940197	SH01047	09.08.2026	6828	ZNP	FTB	E10076		0020046020	09.08.2026		SP04	C
	9004940198	SH01845	09.08.2026	6100	ZNP	FTP	E79536		0011093152	09.08.2026		SP01	C
	9004940199	S020972	09.08.2026	1071	ZNL	EXP	P74110		P6432	09.08.2026	6432		C
	9004940200	S011336	09.08.2026	1002	ZLF	FTB	P98089		0020019833	09.08.2026			C
	9004940201	S021739	09.08.2026	1012	ZNP	FTB	Q10842		0011006522	09.08.2026			C
	9004940202	S011336	09.08.2026	1002	ZNP	FTB	P03970		0020348468
	9004940203	SH00244	09.08.2026	4964	ZNP	FTP	E45425		0020377191	09.08.2026		SP02	C
	9004940204	S022843	09.08.2026	5415	ZLF	FTB	Q33335		0020353730	09.08.2026			C
	9004940205	S022843	09.08.2026	1301	ZLF	EXW	P16498		0011068398	09.08.2026			C
	9004940206	SH01571	09.08.2026	6787	ZNP	FTB	D49414		0020317810	09.08.2026		SP01	C
	9004940207	SCLADMIN	09.08.2026	2104	ZRMC	FTB	RT0001		0020340904	09.08.2026			C
	9004940208	S018870	09.08.2026	1070	ZNP	FTB	Q21018		0020275147	09.08.2026			C
	9004940209	S004614	09.08.2026	1073	ZNL	FTB	Q41028		P3805	09.08.2026	3805		C
	9004940210	SCLADMIN	09.08.2026	2115	ZRMC	FTB	RT0001		0020359054	09.08.2026			C
	9004940211	SH01403	09.08.2026	6069	ZNP	FTB	E09830		0020153583	09.08.2026		SP01	C
	9004940212	S018870	09.08.2026	1070	ZNP	FTB	Q21169		0020323813	09.08.2026			C
	9004940213	SH01697	09.08.2026	6967	ZNP	FTB	E20379		0020372315	09.08.2026		SP01	C
	9004940214	S020714	09.08.2026	1005	ZNP	FTB	Q09294		0020303131	10.08.2026			C
	9004940215	SH00244	09.08.2026	4963	ZNP	FTP	E99248		0020059163	09.08.2026		SP02	C
	9004940216	SH01452	09.08.2026	5064	ZNP	FTB	E94319		0020375484	09.08.2026		SP08	C
	9004940217	S020714	09.08.2026	1005	ZNP	FTB	Q09296		0020347559	10.08.2026			C
	9004940218	S020717	09.08.2026	1010	ZNP	FTB	Q16952		0020007750	09.08.2026			C
	9004940219	SCLADMIN	09.08.2026	1040	ZNL	EXP	P24974		P5578	09.08.2026	5578	VT02	C
	9004940220	S020717	09.08.2026	1010	ZNP	FTB	Q16952		0020007750	09.08.2026			C
	9004940221	S020714	09.08.2026	1005	ZNP	FTB	Q25491		0020020032	09.08.2026			C
	9004940222	S020717	09.08.2026	1010	ZNP	FTB	Q16170		0020377175	09.08.2026			C
	9004940223	SH01401	09.08.2026	6792	ZNP	FTB	E00072		0020229345	09.08.2026		SP01	C
	9004940224	SH01770	09.08.2026	3811	ZNP	FTP	E57372		0020336744	09.08.2026		SP01	C
	9004940225	S020717	09.08.2026	1010	ZNP	FTB	Q16979		0020366132	09.08.2026			C
	9004940226	SCLADMIN	09.08.2026	2108	ZRMC	FTB	RT0001		0011082518	09.08.2026			C
	9004940227	SH00706	09.08.2026	4463	ZNP	FTP	E15505		0011020034	09.08.2026		SP01	C
	9004940228	SH00244	09.08.2026	4963	ZNP	FTP	E99248		0020059163	09.08.2026		SP02	C
	9004940229	S011337	09.08.2026	1003	ZNL	FTB	P72565		P6069	09.08.2026	6069		C
	9004940230	S011337	09.08.2026	1003	ZNL	FTB	P72565		P6069	09.08.2026	6069		C
	9004940231	S020714	09.08.2026	1005	ZNP	FTB	Q09156		0011081449	09.08.2026			C
	9004940232	S011337	09.08.2026	1003	ZNL	FTB	P72565		P6069	09.08.2026	6069		C
	9004940233	S011337	09.08.2026	1003	ZNL	FTB	P72565		P6069	09.08.2026	6069		C
	9004940234	S011337	09.08.2026	1003	ZNL	FTB	P72565		P6069	09.08.2026	6069		C
	9004940235	SH01551	09.08.2026	6481	ZNP	FTP	E53502		0040085618	09.08.2026		SP01	C
	9004940236	SH01571	09.08.2026	6787	ZNP	FTB	D41541		0020376191	09.08.2026		SP01	C
	9004940237	S020714	09.08.2026	1005	ZNP	FTB	Q09308		0020106619	10.08.2026			C
	9004940238	S011556	09.08.2026	6930	ZNP	FTP	E40343		0020377110	09.08.2026		SP01	C
	9004940239	SH00058	09.08.2026	4577	ZNP	FTP	E17291		0011040088	09.08.2026		SP02	C
	9004940240	S020714	09.08.2026	1005	ZNP	FTB	Q09308		0020106619	10.08.2026			C
	9004940241	SCLADMIN	09.08.2026	1040	ZNL	EXP	P24974		P5578	09.08.2026	5578	VT02	C
	9004940242	SH01094	09.08.2026	6783	ZNP	FTB	D41429		0020369266	09.08.2026		SP01	C
	9004940243	S020414	09.08.2026	1004	ZNP	FTB	Q08158		0011008189				A
	9004940244	S020414	09.08.2026	1004	ZNP	FTB	Q08158		0011008189				A
	9004940245	SH00706	09.08.2026	4463	ZNP	FTP	E15505		0011020034	09.08.2026		SP01	C
	9004940246	S020714	09.08.2026	1005	ZNP	FTB	Q09089		0020021017	09.08.2026			C
	9004940247	SH01574	09.08.2026	4428	ZNP	FTP	E23377		0011029787	09.08.2026		SP01	C
	9004940248	SH01697	09.08.2026	6967	ZNP	FTB	E20379		0020372315	09.08.2026		SP01	C
	9004940249	SH01711	09.08.2026	3803	ZNP	FTP	E74023		0020376850	09.08.2026		SP03	C
	9004940250	SH01844	09.08.2026	8291	ZNP	FTP	E84883		0011033924	09.08.2026		SP01	C
	9004940251	SH01845	09.08.2026	6100	ZNP	FTP	E79536		0011093152	09.08.2026		SP01	C
	9004940252	SCLADMIN	09.08.2026	2114	ZRMC	FTB	RT0001		0020297327	09.08.2026			C
	9004940253	SH01571	09.08.2026	6787	ZNP	FTB	D41541		0020376191	09.08.2026		SP01	C
	9004940254	S011556	09.08.2026	6930	ZNP	FTP	E40343		0020377110	09.08.2026		SP01	C
	9004940255	SH01728	09.08.2026	8013	ZNP	EXP	E40845		0011103402	09.08.2026		SP05	C
	9004940256	S016278	09.08.2026	1040	ZNP	FTB	Q31241		0020357060
	9004940257	S016278	09.08.2026	1040	ZNP	FTB	Q38453		0020273430
	9004940258	S013608	09.08.2026	1042	ZNP	FTB	Q12956		0040030565	09.08.2026			C
	9004940259	S016278	09.08.2026	1040	ZNP	FTB	Q38505		0020358812
	9004940260	S016278	09.08.2026	1040	ZNP	FTB	Q31212		0011115399	10.08.2026			C
	9004940261	S016278	09.08.2026	1040	ZNP	FTB	Q31241		0011086502
	9004940262	SH01401	09.08.2026	6792	ZNP	FTB	E00072		0020231429	09.08.2026		SP01	C
	9004940263	S011336	09.08.2026	1014	ZNP	FTB	Q03174		0020145471	10.08.2026			C
	9004940264	S011336	09.08.2026	1014	ZLF	FTB	Q03785		0020308649	09.08.2026			C
	9004940265	S011336	09.08.2026	1014	ZLF	FTB	Q03785		0020308649	09.08.2026			C
	9004940266	SH00536	09.08.2026	4895	ZNP	EXP	E37890		0011086806	09.08.2026		SP01	C
	9004940267	S011336	09.08.2026	1014	ZLF	FTB	Q03647		0020242814	10.08.2026			C
	9004940268	S011336	09.08.2026	1014	ZLF	FTB	Q03647		0020242814	10.08.2026			C
	9004940269	S011336	09.08.2026	1014	ZLF	FTB	Q03647		0020242814	10.08.2026			C
	9004940270	S011336	09.08.2026	1014	ZLF	FTB	Q01257		0020173374
	9004940271	SH00058	09.08.2026	4577	ZNP	FTP	E17291		0011040088	09.08.2026		SP02	C
	9004940272	S011336	09.08.2026	1014	ZLF	FTB	Q02777		0020369728
	9004940273	S016470	09.08.2026	1044	ZNP	FTB	Q29962		0020349415	11.08.2026			C
	9004940274	S011336	09.08.2026	1014	ZLF	FTB	Q04244		0020362988
	9004940275	SH00244	09.08.2026	4963	ZNP	FTP	E45368		0020375506	09.08.2026		SP02	C
	9004940276	S011336	09.08.2026	1014	ZLF	FTB	Q04244		0020310134
	9004940277	SH01746	09.08.2026	3751	ZNP	FTB	E49221		0020368405	09.08.2026		SP01	C
	9004940278	S011336	09.08.2026	1014	ZLF	FTB	Q04244		0020377198
	9004940279	S013608	09.08.2026	1042	ZNP	FTB	Q12749		0020311859	09.08.2026			C
	9004940280	S011336	09.08.2026	1014	ZLF	FTB	Q01422		0020051884	10.08.2026			C
	9004940281	SH01825	09.08.2026	3992	ZNP	EXP	E69616		0020376628	09.08.2026		SP01	C
	9004940282	S011336	09.08.2026	1014	ZLF	FTB	Q01422		0020051884	10.08.2026			C
