"BizOpId"	"BizOpName"	"RequirementId"	"Requirement"	"RequirementNecessity"	"SegwProject"	"ApiHubIdentity"	"ExternalServiceName"	"VersionSelector"	"Protocol"	"SapOperation"	"Coverage"	"CoverageScope"	"EvidenceClass"	"EvidenceRef"	"LocalDesignTime"	"LocalRuntimeRegistered"	"IcfNodeActive"	"ActivationRequirement"	"GapOrConstraint"	"OpenItemId"	"Disposition"	"Status"	"Notes"
"API-01"	"Submit MIGO"	"API-01-R11"	"MaterialDocument in response"	"Mandatory"	"API_MATERIAL_DOCUMENT"	"API_MATERIAL_DOCUMENT_SRV"	"API_MATERIAL_DOCUMENT_SRV"	""	"OData V2"	"header key, returned on create"	"DIRECT"	"ALONE"	"SAP-OFFICIAL+LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/API_MATERIAL_DOCUMENT_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_MATERIAL_DOCUMENT_SRV (no version selector documented)"	""	""	"CONDITIONAL-BUSINESS-GATE"	"SETTLED"	""
"API-01"	"Submit MIGO"	"API-01-R12"	"MaterialDocumentYear in response"	"Mandatory"	"API_MATERIAL_DOCUMENT"	"API_MATERIAL_DOCUMENT_SRV"	"API_MATERIAL_DOCUMENT_SRV"	""	"OData V2"	"header key, returned on create"	"DIRECT"	"ALONE"	"SAP-OFFICIAL+LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/API_MATERIAL_DOCUMENT_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_MATERIAL_DOCUMENT_SRV (no version selector documented)"	""	""	"CONDITIONAL-BUSINESS-GATE"	"SETTLED"	"Read from the SAP key. Never derive from any date."
"API-01"	"Submit MIGO"	"API-01-R13"	"Allocations[].MaterialDocumentItem"	"Mandatory"	"API_MATERIAL_DOCUMENT"	"API_MATERIAL_DOCUMENT_SRV"	"API_MATERIAL_DOCUMENT_SRV"	""	"OData V2"	"item key MaterialDocumentItem"	"UNPROVEN"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/API_MATERIAL_DOCUMENT_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_MATERIAL_DOCUMENT_SRV (no version selector documented)"	"Echo on create response not confirmed; may need follow-up read"	"MD-4"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R14"	"Allocations[].PostedQuantity"	"Mandatory"	"API_MATERIAL_DOCUMENT"	"API_MATERIAL_DOCUMENT_SRV"	"API_MATERIAL_DOCUMENT_SRV"	""	"OData V2"	"item QuantityInEntryUnit after posting"	"UNPROVEN"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/API_MATERIAL_DOCUMENT_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_MATERIAL_DOCUMENT_SRV (no version selector documented)"	""	"MD-4"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R15"	"ReceiptStatus PENDING/PARTIAL/COMPLETED"	"Mandatory"	"API_MATERIAL_DOCUMENT"	"API_MATERIAL_DOCUMENT_SRV"	"API_MATERIAL_DOCUMENT_SRV"	""	"OData V2"	"(none)"	"NO FIT"	"ALONE"	"SAP-OFFICIAL"	"sessions/2026-08-15-standard-api-discovery/API_MATERIAL_DOCUMENT_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_MATERIAL_DOCUMENT_SRV (no version selector documented)"	"IsCompletelyDelivered is an input flag, not a computed status"	"MD-6"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R16"	"RemainingQuantity"	"Mandatory"	"API_MATERIAL_DOCUMENT"	"API_MATERIAL_DOCUMENT_SRV"	"API_MATERIAL_DOCUMENT_SRV"	""	"OData V2"	"(none)"	"NO FIT"	"ALONE"	"SAP-OFFICIAL"	"sessions/2026-08-15-standard-api-discovery/API_MATERIAL_DOCUMENT_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_MATERIAL_DOCUMENT_SRV (no version selector documented)"	"Needs PO history or delivery read; authoritative source undecided"	"MD-6"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R17"	"RequestId / IsReplay idempotency"	"Mandatory"	"API_MATERIAL_DOCUMENT"	"API_MATERIAL_DOCUMENT_SRV"	"API_MATERIAL_DOCUMENT_SRV"	""	"OData V2"	"(none)"	"NO FIT"	"ALONE"	"SAP-OFFICIAL"	"sessions/2026-08-15-standard-api-discovery/API_MATERIAL_DOCUMENT_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_MATERIAL_DOCUMENT_SRV (no version selector documented)"	"Must be built in CPI/T2"	"MD-8"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R18"	"Status / MessageCode / Message shaping"	"Mandatory"	"API_MATERIAL_DOCUMENT"	"API_MATERIAL_DOCUMENT_SRV"	"API_MATERIAL_DOCUMENT_SRV"	""	"OData V2"	"standard OData error payload"	"PARTIAL"	"ALONE"	"SAP-OFFICIAL"	"sessions/2026-08-15-standard-api-discovery/API_MATERIAL_DOCUMENT_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_MATERIAL_DOCUMENT_SRV (no version selector documented)"	"CPI must map SAP messages to stable portal codes"	"MD-8"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R19"	"Errors[].AllocationIndex"	"Optional"	"API_MATERIAL_DOCUMENT"	"API_MATERIAL_DOCUMENT_SRV"	"API_MATERIAL_DOCUMENT_SRV"	""	"OData V2"	"(none)"	"NO FIT"	"ALONE"	"SAP-OFFICIAL"	"sessions/2026-08-15-standard-api-discovery/API_MATERIAL_DOCUMENT_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_MATERIAL_DOCUMENT_SRV (no version selector documented)"	""	"MD-8"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R01"	"DeliveryDocument as goods-receipt reference"	"Mandatory"	"API_INBOUND_DELIVERY_0002"	"API_INBOUND_DELIVERY_SRV_0002"	"API_INBOUND_DELIVERY_SRV"	";v=2"	"OData V2"	"PostGoodsReceipt?DeliveryDocument="	"PARTIAL"	"IN-PROCESS"	"SAP-OFFICIAL"	"sessions/2026-08-15-standard-api-discovery/API_INBOUND_DELIVERY_0002_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_INBOUND_DELIVERY_SRV at ;v=2"	"Posts against an SAP inbound delivery; v1.7 states an outbound delivery"	"ID-1"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R08"	"Allocations[].StorageLocation"	"Mandatory"	"API_INBOUND_DELIVERY_0002"	"API_INBOUND_DELIVERY_SRV_0002"	"API_INBOUND_DELIVERY_SRV"	";v=2"	"OData V2"	"(none)"	"NO FIT"	"ALONE"	"LOCAL-DESIGN+SAP-OFFICIAL"	"sessions/2026-08-15-standard-api-discovery/API_INBOUND_DELIVERY_0002_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_INBOUND_DELIVERY_SRV at ;v=2"	"Not creatable or updatable; absent from documented create field list"	"ID-3"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R09"	"Allocations[].Quantity"	"Mandatory"	"API_INBOUND_DELIVERY_0002"	"API_INBOUND_DELIVERY_SRV_0002"	"API_INBOUND_DELIVERY_SRV"	";v=2"	"OData V2"	"PATCH A_InbDeliveryItem ActualDeliveryQuantity"	"PARTIAL"	"IN-PROCESS"	"LOCAL-DESIGN+SAP-OFFICIAL"	"sessions/2026-08-15-standard-api-discovery/API_INBOUND_DELIVERY_0002_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_INBOUND_DELIVERY_SRV at ;v=2"	"Single item quantity only; no allocation collection"	"ID-1"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R10"	"Multiple allocations in one business attempt"	"Mandatory"	"API_INBOUND_DELIVERY_0002"	"API_INBOUND_DELIVERY_SRV_0002"	"API_INBOUND_DELIVERY_SRV"	";v=2"	"OData V2"	"(none)"	"NO FIT"	"ALONE"	"LOCAL-DESIGN+SAP-OFFICIAL"	"sessions/2026-08-15-standard-api-discovery/API_INBOUND_DELIVERY_0002_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_INBOUND_DELIVERY_SRV at ;v=2"	""	""	"CONDITIONAL-BUSINESS-GATE"	"SETTLED"	""
"API-01"	"Submit MIGO"	"API-01-R11"	"MaterialDocument in response"	"Mandatory"	"API_INBOUND_DELIVERY_0002"	"API_INBOUND_DELIVERY_SRV_0002"	"API_INBOUND_DELIVERY_SRV"	";v=2"	"OData V2"	"PostGoodsReceipt"	"NO FIT"	"ALONE"	"LOCAL-DESIGN+SAP-OFFICIAL"	"sessions/2026-08-15-standard-api-discovery/API_INBOUND_DELIVERY_0002_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_INBOUND_DELIVERY_SRV at ;v=2"	"PutawayReport declared in SEGW vs documented empty body - conflict unresolved; neither carries the key"	"ID-2"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R12"	"MaterialDocumentYear in response"	"Mandatory"	"API_INBOUND_DELIVERY_0002"	"API_INBOUND_DELIVERY_SRV_0002"	"API_INBOUND_DELIVERY_SRV"	";v=2"	"OData V2"	"(none)"	"NO FIT"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/API_INBOUND_DELIVERY_0002_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_INBOUND_DELIVERY_SRV at ;v=2"	""	""	"CONDITIONAL-BUSINESS-GATE"	"SETTLED"	"Absent from the model including the document flow. Never derive from a date."
"API-01"	"Submit MIGO"	"API-01-R13"	"Allocations[].MaterialDocumentItem"	"Mandatory"	"API_INBOUND_DELIVERY_0002"	"API_INBOUND_DELIVERY_SRV_0002"	"API_INBOUND_DELIVERY_SRV"	";v=2"	"OData V2"	"(none)"	"NO FIT"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/API_INBOUND_DELIVERY_0002_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_INBOUND_DELIVERY_SRV at ;v=2"	""	""	"CONDITIONAL-BUSINESS-GATE"	"SETTLED"	""
"API-01"	"Submit MIGO"	"API-01-R17"	"RequestId / IsReplay idempotency"	"Mandatory"	"API_INBOUND_DELIVERY_0002"	"API_INBOUND_DELIVERY_SRV_0002"	"API_INBOUND_DELIVERY_SRV"	";v=2"	"OData V2"	"(none)"	"NO FIT"	"ALONE"	"SAP-OFFICIAL"	"sessions/2026-08-15-standard-api-discovery/API_INBOUND_DELIVERY_0002_DEEP_DIVE.md"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate API_INBOUND_DELIVERY_SRV at ;v=2"	"ETag If-Match required for PostGoodsReceipt; not an idempotency key"	""	"CONDITIONAL-BUSINESS-GATE"	"SETTLED"	""
"API-02"	"Create DI"	"API-02-R00"	"Trade/Non-trade predecessor read"	""	"API_SALES_ORDER"	""	""	""	"OData V2"	""	"UNPROVEN"	"ALONE"	"INFERENCE"	"sessions/2026-08-15-standard-api-discovery/CNF_DEEP_DIVE_SHORTLIST.md"	"PRESENT"	"UNKNOWN"	"UNKNOWN"	""	""	""	"PENDING-DEEP-DIVE"	"OPEN"	"Only registered API_* A2X service; not yet deep-dived"
"API-12"	"Update DI Qty"	"API-12-R00"	"Quantity-only change to an open outbound delivery"	""	"API_OUTBOUND_DELIVERY_0002"	""	""	""	"OData V2"	""	"UNPROVEN"	"ALONE"	"INFERENCE"	"sessions/2026-08-15-standard-api-discovery/CNF_DEEP_DIVE_SHORTLIST.md"	"PRESENT"	"UNKNOWN"	"UNKNOWN"	""	""	""	"PENDING-DEEP-DIVE"	"OPEN"	"Outbound extraction complete; v1.7 coverage analysis not yet written"
"API-09"	"STO Deliveries"	"API-09-R00"	"Read outbound deliveries whose predecessor is an STO PO"	""	"API_OUTBOUND_DELIVERY_0002"	""	""	""	"OData V2"	""	"UNPROVEN"	"ALONE"	"INFERENCE"	"sessions/2026-08-15-standard-api-discovery/CNF_DEEP_DIVE_SHORTLIST.md"	"PRESENT"	"UNKNOWN"	"UNKNOWN"	""	""	""	"PENDING-DEEP-DIVE"	"OPEN"	"Outbound extraction complete; v1.7 coverage analysis not yet written"
"API-01"	"Submit MIGO"	"API-01-R01"	"DeliveryDocument as goods-receipt reference"	"Mandatory"	"MMIM_GR4PO_DL"	"(none - not an SAP API Hub artifact)"	"MMIM_GR4PO_DL_SRV"	""	"OData V2"	"POST GR4PO_DL_Headers (key InboundDelivery + SourceOfGR)"	"PARTIAL"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/TIER_A_DEEP_DIVE_FINDINGS.md#mmim_gr4po_dl"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate MMIM_GR4PO_DL_SRV - only if the Fiori-service suitability gate permits"	"Header key is InboundDelivery, not the outbound delivery v1.7 names"	"ID-1;GR4-1"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R08"	"Allocations[].StorageLocation"	"Mandatory"	"MMIM_GR4PO_DL"	"(none - not an SAP API Hub artifact)"	"MMIM_GR4PO_DL_SRV"	""	"OData V2"	"GR4PO_DL_Item.StorageLocation, one item per allocation"	"DIRECT"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/TIER_A_DEEP_DIVE_FINDINGS.md#mmim_gr4po_dl"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate MMIM_GR4PO_DL_SRV - only if the Fiori-service suitability gate permits"	"No property-level creatable annotation; entity set is creatable"	"GR4-2"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R09"	"Allocations[].Quantity"	"Mandatory"	"MMIM_GR4PO_DL"	"(none - not an SAP API Hub artifact)"	"MMIM_GR4PO_DL_SRV"	""	"OData V2"	"GR4PO_DL_Item.QuantityInEntryUnit + EntryUnit"	"DIRECT"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/TIER_A_DEEP_DIVE_FINDINGS.md#mmim_gr4po_dl"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate MMIM_GR4PO_DL_SRV - only if the Fiori-service suitability gate permits"	""	"GR4-2"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R10"	"Multiple allocations in one business attempt"	"Mandatory"	"MMIM_GR4PO_DL"	"(none - not an SAP API Hub artifact)"	"MMIM_GR4PO_DL_SRV"	""	"OData V2"	"HeaderItems association 1:M via Header2Items"	"DIRECT"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/TIER_A_DEEP_DIVE_FINDINGS.md#mmim_gr4po_dl"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate MMIM_GR4PO_DL_SRV - only if the Fiori-service suitability gate permits"	""	"GR4-2"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R11"	"MaterialDocument in response"	"Mandatory"	"MMIM_GR4PO_DL"	"(none - not an SAP API Hub artifact)"	"MMIM_GR4PO_DL_SRV"	""	"OData V2"	"GR4PO_DL_Header.MaterialDocument"	"DIRECT"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/TIER_A_DEEP_DIVE_FINDINGS.md#mmim_gr4po_dl"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate MMIM_GR4PO_DL_SRV - only if the Fiori-service suitability gate permits"	""	"GR4-2"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R12"	"MaterialDocumentYear in response"	"Mandatory"	"MMIM_GR4PO_DL"	"(none - not an SAP API Hub artifact)"	"MMIM_GR4PO_DL_SRV"	""	"OData V2"	"GR4PO_DL_Header.MaterialDocumentYear"	"DIRECT"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/TIER_A_DEEP_DIVE_FINDINGS.md#mmim_gr4po_dl"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate MMIM_GR4PO_DL_SRV - only if the Fiori-service suitability gate permits"	""	"GR4-2"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	"Present as a header field. Read from SAP, never derived from a date."
"API-01"	"Submit MIGO"	"API-01-R15"	"ReceiptStatus PENDING/PARTIAL/COMPLETED"	"Mandatory"	"MMIM_GR4PO_DL"	"(none - not an SAP API Hub artifact)"	"MMIM_GR4PO_DL_SRV"	""	"OData V2"	"GR4PO_DL_Item.DeliveryCompleted"	"PARTIAL"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/TIER_A_DEEP_DIVE_FINDINGS.md#mmim_gr4po_dl"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate MMIM_GR4PO_DL_SRV - only if the Fiori-service suitability gate permits"	""	"GR4-3"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	"BEATS API_MATERIAL_DOCUMENT, which has no completion indicator"
"API-01"	"Submit MIGO"	"API-01-R16"	"RemainingQuantity"	"Mandatory"	"MMIM_GR4PO_DL"	"(none - not an SAP API Hub artifact)"	"MMIM_GR4PO_DL_SRV"	""	"OData V2"	"GR4PO_DL_Item.OpenQuantity"	"DIRECT"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/TIER_A_DEEP_DIVE_FINDINGS.md#mmim_gr4po_dl"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate MMIM_GR4PO_DL_SRV - only if the Fiori-service suitability gate permits"	""	"GR4-3"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	"BEATS API_MATERIAL_DOCUMENT, which cannot supply remaining quantity at all"
"API-01"	"Submit MIGO"	"API-01-R04"	"PostingDate"	"Optional, defaults"	"MMIM_GR4PO_DL"	"(none - not an SAP API Hub artifact)"	"MMIM_GR4PO_DL_SRV"	""	"OData V2"	"GR4PO_DL_Header.PostingDate"	"DIRECT"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/TIER_A_DEEP_DIVE_FINDINGS.md#mmim_gr4po_dl"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate MMIM_GR4PO_DL_SRV - only if the Fiori-service suitability gate permits"	""	"GR4-2"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
"API-01"	"Submit MIGO"	"API-01-R17"	"RequestId / IsReplay idempotency"	"Mandatory"	"MMIM_GR4PO_DL"	"(none - not an SAP API Hub artifact)"	"MMIM_GR4PO_DL_SRV"	""	"OData V2"	"(none)"	"NO FIT"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/TIER_A_DEEP_DIVE_FINDINGS.md#mmim_gr4po_dl"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate MMIM_GR4PO_DL_SRV - only if the Fiori-service suitability gate permits"	"Draft-enabled UI service; no idempotency key. Must be built in CPI/T2."	""	"CONDITIONAL-BUSINESS-GATE"	"SETTLED"	""
"API-01"	"Submit MIGO"	"API-01-R20"	"Integration-released API status"	"Architecture"	"MMIM_GR4PO_DL"	"(none - not an SAP API Hub artifact)"	"MMIM_GR4PO_DL_SRV"	""	"OData V2"	"n/a"	"NO FIT"	"ALONE"	"LOCAL-DESIGN"	"sessions/2026-08-15-standard-api-discovery/TIER_A_DEEP_DIVE_FINDINGS.md#mmim_gr4po_dl"	"PRESENT"	"NO"	"UNKNOWN"	"Register + activate MMIM_GR4PO_DL_SRV - only if the Fiori-service suitability gate permits"	"Draft-enabled Fiori application service: I_DraftAdministrativeData exposed, 17 value-help entity sets, and GR4PO_DOC_Ref carries SemanticObject/SemanticAction/NaviTarget launchpad metadata"	"GR4-4"	"CONDITIONAL-BUSINESS-GATE"	"OPEN"	""
